 3.30000000e+00  2.89877125e-03  3.30000000e+00  1.30100489e-03  3.30000000e+00  4.48812542e-01  3.30000000e+00  2.89877125e+02 
 3.29000000e+00  2.88571793e-03  3.29000000e+00  1.30965878e-03  3.29000000e+00  4.53841579e-01  3.29000000e+00  2.88571793e+02 
 3.28000000e+00  2.87257808e-03  3.28000000e+00  1.31507579e-03  3.28000000e+00  4.57803322e-01  3.28000000e+00  2.87257808e+02 
 3.27000000e+00  2.85941642e-03  3.27000000e+00  1.31834210e-03  3.27000000e+00  4.61052854e-01  3.27000000e+00  2.85941642e+02 
 3.26000000e+00  2.84621124e-03  3.26000000e+00  1.32269987e-03  3.26000000e+00  4.64723017e-01  3.26000000e+00  2.84621124e+02 
 3.25000000e+00  2.83296242e-03  3.25000000e+00  1.32706804e-03  3.25000000e+00  4.68438279e-01  3.25000000e+00  2.83296242e+02 
 3.24000000e+00  2.81966987e-03  3.24000000e+00  1.33144631e-03  3.24000000e+00  4.72199360e-01  3.24000000e+00  2.81966987e+02 
 3.23000000e+00  2.80633350e-03  3.23000000e+00  1.33583437e-03  3.23000000e+00  4.76006993e-01  3.23000000e+00  2.80633350e+02 
 3.22000000e+00  2.79295319e-03  3.22000000e+00  1.34023187e-03  3.22000000e+00  4.79861918e-01  3.22000000e+00  2.79295319e+02 
 3.21000000e+00  2.77952886e-03  3.21000000e+00  1.34463845e-03  3.21000000e+00  4.83764881e-01  3.21000000e+00  2.77952886e+02 
 3.20000000e+00  2.76606042e-03  3.20000000e+00  1.34905369e-03  3.20000000e+00  4.87716637e-01  3.20000000e+00  2.76606042e+02 
 3.19000000e+00  2.75254778e-03  3.19000000e+00  1.35347715e-03  3.19000000e+00  4.91717947e-01  3.19000000e+00  2.75254778e+02 
 3.18000000e+00  2.73899088e-03  3.18000000e+00  1.35790834e-03  3.18000000e+00  4.95769575e-01  3.18000000e+00  2.73899088e+02 
 3.17000000e+00  2.72538962e-03  3.17000000e+00  1.36234676e-03  3.17000000e+00  4.99872293e-01  3.17000000e+00  2.72538962e+02 
 3.16000000e+00  2.71174394e-03  3.16000000e+00  1.36679182e-03  3.16000000e+00  5.04026873e-01  3.16000000e+00  2.71174394e+02 
 3.15000000e+00  2.69805378e-03  3.15000000e+00  1.37124290e-03  3.15000000e+00  5.08234089e-01  3.15000000e+00  2.69805378e+02 
 3.14000000e+00  2.68431908e-03  3.14000000e+00  1.37569934e-03  3.14000000e+00  5.12494716e-01  3.14000000e+00  2.68431908e+02 
 3.13000000e+00  2.67053979e-03  3.13000000e+00  1.38016041e-03  3.13000000e+00  5.16809527e-01  3.13000000e+00  2.67053979e+02 
 3.12000000e+00  2.65671587e-03  3.12000000e+00  1.38462530e-03  3.12000000e+00  5.21179291e-01  3.12000000e+00  2.65671587e+02 
 3.11000000e+00  2.64284729e-03  3.11000000e+00  1.38909315e-03  3.11000000e+00  5.25604772e-01  3.11000000e+00  2.64284729e+02 
 3.10000000e+00  2.62893401e-03  3.10000000e+00  1.39356302e-03  3.10000000e+00  5.30086724e-01  3.10000000e+00  2.62893401e+02 
 3.09000000e+00  2.61497603e-03  3.09000000e+00  1.39803389e-03  3.09000000e+00  5.34625892e-01  3.09000000e+00  2.61497603e+02 
 3.08000000e+00  2.60097333e-03  3.08000000e+00  1.40250465e-03  3.08000000e+00  5.39223004e-01  3.08000000e+00  2.60097333e+02 
 3.07000000e+00  2.58692593e-03  3.07000000e+00  1.40697410e-03  3.07000000e+00  5.43878773e-01  3.07000000e+00  2.58692593e+02 
 3.06000000e+00  2.57283385e-03  3.06000000e+00  1.41144093e-03  3.06000000e+00  5.48593890e-01  3.06000000e+00  2.57283385e+02 
 3.05000000e+00  2.55869712e-03  3.05000000e+00  1.41590371e-03  3.05000000e+00  5.53369019e-01  3.05000000e+00  2.55869712e+02 
 3.04000000e+00  2.54451578e-03  3.04000000e+00  1.42036091e-03  3.04000000e+00  5.58204796e-01  3.04000000e+00  2.54451578e+02 
 3.03000000e+00  2.53028990e-03  3.03000000e+00  1.42481085e-03  3.03000000e+00  5.63101820e-01  3.03000000e+00  2.53028990e+02 
 3.02000000e+00  2.51601956e-03  3.02000000e+00  1.42925171e-03  3.02000000e+00  5.68060652e-01  3.02000000e+00  2.51601956e+02 
 3.01000000e+00  2.50170486e-03  3.01000000e+00  1.43368154e-03  3.01000000e+00  5.73081806e-01  3.01000000e+00  2.50170486e+02 
 3.00000000e+00  2.48734593e-03  3.00000000e+00  1.43809820e-03  3.00000000e+00  5.78165741e-01  3.00000000e+00  2.48734593e+02 
 2.99000000e+00  2.47294290e-03  2.99000000e+00  1.44249939e-03  2.99000000e+00  5.83312860e-01  2.99000000e+00  2.47294290e+02 
 2.98000000e+00  2.45849594e-03  2.98000000e+00  1.44688263e-03  2.98000000e+00  5.88523498e-01  2.98000000e+00  2.45849594e+02 
 2.97000000e+00  2.44400525e-03  2.97000000e+00  1.45124523e-03  2.97000000e+00  5.93797918e-01  2.97000000e+00  2.44400525e+02 
 2.96000000e+00  2.42947104e-03  2.96000000e+00  1.45558428e-03  2.96000000e+00  5.99136297e-01  2.96000000e+00  2.42947104e+02 
 2.95000000e+00  2.41489356e-03  2.95000000e+00  1.45989667e-03  2.95000000e+00  6.04538725e-01  2.95000000e+00  2.41489356e+02 
 2.94000000e+00  2.40027310e-03  2.94000000e+00  1.46417906e-03  2.94000000e+00  6.10005193e-01  2.94000000e+00  2.40027310e+02 
 2.93000000e+00  2.38560998e-03  2.93000000e+00  1.46842783e-03  2.93000000e+00  6.15535584e-01  2.93000000e+00  2.38560998e+02 
 2.92000000e+00  2.37090455e-03  2.92000000e+00  1.47263915e-03  2.92000000e+00  6.21129665e-01  2.92000000e+00  2.37090455e+02 
 2.91000000e+00  2.35615720e-03  2.91000000e+00  1.47680888e-03  2.91000000e+00  6.26787077e-01  2.91000000e+00  2.35615720e+02 
 2.90000000e+00  2.34136837e-03  2.90000000e+00  1.48093266e-03  2.90000000e+00  6.32507330e-01  2.90000000e+00  2.34136837e+02 
 2.89000000e+00  2.32653854e-03  2.89000000e+00  1.48500581e-03  2.89000000e+00  6.38289793e-01  2.89000000e+00  2.32653854e+02 
 2.88000000e+00  2.31166825e-03  2.88000000e+00  1.48902340e-03  2.88000000e+00  6.44133689e-01  2.88000000e+00  2.31166825e+02 
 2.87000000e+00  2.29675808e-03  2.87000000e+00  1.49298023e-03  2.87000000e+00  6.50038087e-01  2.87000000e+00  2.29675808e+02 
 2.86000000e+00  2.28180865e-03  2.86000000e+00  1.49687081e-03  2.86000000e+00  6.56001899e-01  2.86000000e+00  2.28180865e+02 
 2.85000000e+00  2.26682066e-03  2.85000000e+00  1.50068941e-03  2.85000000e+00  6.62023879e-01  2.85000000e+00  2.26682066e+02 
 2.84000000e+00  2.25179486e-03  2.84000000e+00  1.50443005e-03  2.84000000e+00  6.68102622e-01  2.84000000e+00  2.25179486e+02 
 2.83000000e+00  2.23673206e-03  2.83000000e+00  1.50808654e-03  2.83000000e+00  6.74236566e-01  2.83000000e+00  2.23673206e+02 
 2.82000000e+00  2.22163313e-03  2.82000000e+00  1.51165249e-03  2.82000000e+00  6.80423997e-01  2.82000000e+00  2.22163313e+02 
 2.81000000e+00  2.20649901e-03  2.81000000e+00  1.51512136e-03  2.81000000e+00  6.86663061e-01  2.81000000e+00  2.20649901e+02 
 2.80000000e+00  2.19133070e-03  2.80000000e+00  1.51848649e-03  2.80000000e+00  6.92951769e-01  2.80000000e+00  2.19133070e+02 
 2.79000000e+00  2.17612928e-03  2.79000000e+00  1.52174113e-03  2.79000000e+00  6.99288019e-01  2.79000000e+00  2.17612928e+02 
 2.78000000e+00  2.16089588e-03  2.78000000e+00  1.52487856e-03  2.78000000e+00  7.05669615e-01  2.78000000e+00  2.16089588e+02 
 2.77000000e+00  2.14563171e-03  2.77000000e+00  1.52789208e-03  2.77000000e+00  7.12094284e-01  2.77000000e+00  2.14563171e+02 
 2.76000000e+00  2.13033804e-03  2.76000000e+00  1.53077508e-03  2.76000000e+00  7.18559709e-01  2.76000000e+00  2.13033804e+02 
 2.75000000e+00  2.11501621e-03  2.75000000e+00  1.53352117e-03  2.75000000e+00  7.25063555e-01  2.75000000e+00  2.11501621e+02 
