 0.00000000e+00  1.50192381e-12  0.00000000e+00 -8.81129385e-14  0.00000000e+00 -5.86667167e-02  0.00000000e+00  1.50192381e-07 
 1.00000000e-02  1.50192381e-12  1.00000000e-02  8.81129385e-14  1.00000000e-02  5.86667167e-02  1.00000000e-02  1.50192381e-07 
 2.00000000e-02  1.50368606e-12  2.00000000e-02 -1.00191971e-26  2.00000000e-02 -6.66309100e-15  2.00000000e-02  1.50368606e-07 
 3.00000000e-02  1.50192381e-12  3.00000000e-02  8.81129385e-14  3.00000000e-02  5.86667167e-02  3.00000000e-02  1.50192381e-07 
 4.00000000e-02  1.50544832e-12  4.00000000e-02  2.64338815e-13  4.00000000e-02  1.75588103e-01  4.00000000e-02  1.50544832e-07 
 5.00000000e-02  1.50721058e-12  5.00000000e-02 -9.79134782e-27  5.00000000e-02 -6.49633696e-15  5.00000000e-02  1.50721058e-07 
 6.00000000e-02  1.50544832e-12  6.00000000e-02 -9.47875267e-27  6.00000000e-02 -6.29629893e-15  6.00000000e-02  1.50544832e-07 
 7.00000000e-02  1.50721058e-12  7.00000000e-02  8.81129385e-14  7.00000000e-02  5.84609341e-02  7.00000000e-02  1.50721058e-07 
 8.00000000e-02  1.50721058e-12  8.00000000e-02  8.81129385e-14  8.00000000e-02  5.84609341e-02  8.00000000e-02  1.50721058e-07 
 9.00000000e-02  1.50897284e-12  9.00000000e-02  1.76225877e-13  9.00000000e-02  1.16785321e-01  9.00000000e-02  1.50897284e-07 
 1.00000000e-01  1.51073510e-12  1.00000000e-01  1.76225877e-13  1.00000000e-01  1.16649092e-01  1.00000000e-01  1.51073510e-07 
 1.10000000e-01  1.51249736e-12  1.10000000e-01  2.64338815e-13  1.10000000e-01  1.74769770e-01  1.10000000e-01  1.51249736e-07 
 1.20000000e-01  1.51602188e-12  1.20000000e-01  3.52451754e-13  1.20000000e-01  2.32484610e-01  1.20000000e-01  1.51602188e-07 
 1.30000000e-01  1.51954639e-12  1.30000000e-01  6.16790569e-13  1.30000000e-01  4.05904401e-01  1.30000000e-01  1.51954639e-07 
 1.40000000e-01  1.52835769e-12  1.40000000e-01  7.04903508e-13  1.40000000e-01  4.61216320e-01  1.40000000e-01  1.52835769e-07 
 1.50000000e-01  1.53364446e-12  1.50000000e-01  7.04903508e-13  1.50000000e-01  4.59626416e-01  1.50000000e-01  1.53364446e-07 
 1.60000000e-01  1.54245576e-12  1.60000000e-01  1.05735526e-12  1.60000000e-01  6.85501193e-01  1.60000000e-01  1.54245576e-07 
 1.70000000e-01  1.55479157e-12  1.70000000e-01  1.49791995e-12  1.70000000e-01  9.63421711e-01  1.70000000e-01  1.55479157e-07 
 1.80000000e-01  1.57241416e-12  1.80000000e-01  2.02659758e-12  1.80000000e-01  1.28884466e+00  1.80000000e-01  1.57241416e-07 
 1.90000000e-01  1.59532352e-12  1.90000000e-01  2.46716228e-12  1.90000000e-01  1.54649652e+00  1.90000000e-01  1.59532352e-07 
 2.00000000e-01  1.62175740e-12  2.00000000e-01  3.26017872e-12  2.00000000e-01  2.01027522e+00  2.00000000e-01  1.62175740e-07 
 2.10000000e-01  1.66052710e-12  2.10000000e-01  4.31753398e-12  2.10000000e-01  2.60009849e+00  2.10000000e-01  1.66052710e-07 
 2.20000000e-01  1.70810808e-12  2.20000000e-01  5.55111512e-12  2.20000000e-01  3.24986175e+00  2.20000000e-01  1.70810808e-07 
 2.30000000e-01  1.77154940e-12  2.30000000e-01  7.48959977e-12  2.30000000e-01  4.22771150e+00  2.30000000e-01  1.77154940e-07 
 2.40000000e-01  1.85790008e-12  2.40000000e-01  9.78053617e-12  2.40000000e-01  5.26429612e+00  2.40000000e-01  1.85790008e-07 
 2.50000000e-01  1.96716012e-12  2.50000000e-01  1.26882631e-11  2.50000000e-01  6.45004085e+00  2.50000000e-01  1.96716012e-07 
 2.60000000e-01  2.11166534e-12  2.60000000e-01  1.64771195e-11  2.60000000e-01  7.80290285e+00  2.60000000e-01  2.11166534e-07 
 2.70000000e-01  2.29670251e-12  2.70000000e-01  2.17638958e-11  2.70000000e-01  9.47614926e+00  2.70000000e-01  2.29670251e-07 
 2.80000000e-01  2.54694326e-12  2.80000000e-01  2.88129309e-11  2.80000000e-01  1.13127494e+01  2.80000000e-01  2.54694326e-07 
 2.90000000e-01  2.87296113e-12  2.90000000e-01  3.75361118e-11  2.90000000e-01  1.30653044e+01  2.90000000e-01  2.87296113e-07 
